;DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;CAPACITY_PRICE_[EUR/MW];ENERGY_PRICE_[EUR/MWh];ENERGY_PRICE_PAYMENT_DIRECTION;OFFERED_CAPACITY_[MW];ALLOCATED_CAPACITY_[MW];COUNTRY;NOTE
98423;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;248.0;GRID_TO_PROVIDER;5;0;DE;
98424;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;248.0;GRID_TO_PROVIDER;5;0;DE;
98425;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;248.0;GRID_TO_PROVIDER;5;0;DE;
98426;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;248.0;GRID_TO_PROVIDER;5;0;DE;
98427;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;248.0;GRID_TO_PROVIDER;5;0;DE;
98428;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;447.0;GRID_TO_PROVIDER;5;0;DE;
98429;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;447.0;GRID_TO_PROVIDER;19;0;DE;
98430;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;447.0;GRID_TO_PROVIDER;5;0;DE;
98431;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;447.0;GRID_TO_PROVIDER;9;0;DE;
98432;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;299.0;GRID_TO_PROVIDER;1;0;DE;
98433;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;248.39;GRID_TO_PROVIDER;4;0;DE;
98434;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98435;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98436;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98437;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98438;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;7;0;DE;
98439;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98440;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98441;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98442;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98443;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;130.0;GRID_TO_PROVIDER;5;5;DE;
98444;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;130.0;GRID_TO_PROVIDER;5;5;DE;
98445;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;130.0;GRID_TO_PROVIDER;5;5;DE;
98446;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;175.5;GRID_TO_PROVIDER;9;9;DE;
98447;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;188.5;GRID_TO_PROVIDER;5;0;DE;
98448;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;256.3;GRID_TO_PROVIDER;5;0;DE;
98449;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;257.0;GRID_TO_PROVIDER;5;0;DE;
98450;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;299.0;GRID_TO_PROVIDER;7;0;DE;
98451;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;299.0;GRID_TO_PROVIDER;2;0;DE;
98452;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;500.0;GRID_TO_PROVIDER;9;0;DE;
98453;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;170.0;GRID_TO_PROVIDER;5;5;DE;
98454;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;299.0;GRID_TO_PROVIDER;3;0;DE;
98455;2019-01-21;2019-01-21;mFRR;NEG_00_04;0.0;447.0;GRID_TO_PROVIDER;8;0;DE;
