DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;CAPACITY_PRICE_[EUR/MW];ENERGY_PRICE_[EUR/MWh];ENERGY_PRICE_PAYMENT_DIRECTION;OFFERED_CAPACITY_[MW];ALLOCATED_CAPACITY_[MW];COUNTRY;NOTE
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;35.000;GRID_TO_PROVIDER;18;18;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;2899.000;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;1.710;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;7140.000;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;216.810;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;38.220;GRID_TO_PROVIDER;3;3;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;3600.000;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;9878.000;GRID_TO_PROVIDER;2;2;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.000;2000.000;GRID_TO_PROVIDER;9;9;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.120;0.030;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.320;1.720;PROVIDER_TO_GRID;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.440;2.550;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.520;2.550;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.640;0.870;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.750;99.000;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.750;17.100;PROVIDER_TO_GRID;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.750;40.950;GRID_TO_PROVIDER;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.760;3.470;PROVIDER_TO_GRID;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;0.840;0.850;PROVIDER_TO_GRID;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;1.000;380.000;GRID_TO_PROVIDER;10;10;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;1.040;2.590;PROVIDER_TO_GRID;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;1.110;381.053;GRID_TO_PROVIDER;10;10;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;1.210;382.105;GRID_TO_PROVIDER;10;10;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;1.280;5.220;PROVIDER_TO_GRID;5;5;DE;
24.11.2019;24.11.2019;aFRR;NEG_00_04;1.320;383.158;GRID_TO_PROVIDER;10;10;DE;
