time [s];GER pos. Energy aFRR [MWh];GER neg. Energy aFRR [MWh];GER pos. aFRR costs [EUR];GER neg. aFRR costs [EUR];GER AEP [EUR/MWh];ARCELOR load energy [MWh];ARCELOR pos. SB energy [MWh];ARCELOR neg. SB energy [MWh];ARCELOR imba E [MWh];ARCELOR AEP costs [EUR];ARGE gen energy [MWh];ARGE pos. SB energy [MWh];ARGE neg. SB energy [MWh];ARGE imba E [MWh];ARGE AEP costs [EUR];AURUBIS load energy [MWh];AURUBIS pos. SB energy [MWh];AURUBIS neg. SB energy [MWh];AURUBIS imba E [MWh];AURUBIS AEP costs [EUR];TRIMET load energy [MWh];TRIMET pos. SB energy [MWh];TRIMET neg. SB energy [MWh];TRIMET imba E [MWh];TRIMET AEP costs [EUR];
899;61.6541039398117;-0.5495266737500826;3667.4680011048054;-11.228261162139304;59.83577505204991;27.0124999991665;0.06666666666666664;-0.04217811098611095;-3.238011443486124;193.751831958217;174.35827000030227;0.0;-0.061841806706944176;-0.06184185640693545;3.7004109403766194;0.0;0.0;-0.03703286337638956;-0.03703286337638956;2.215923336610835;54.1124999999995;0.611529330693055;-0.27919806894444443;0.7448312617486152;-44.56822465956886
